gen,val,
1,167.55299,
2,135.05711,
3,113.10681,
4,100.01346,
5,90.05688,
6,81.10992,
7,70.36224,
8,62.66843,
9,52.96338,
10,49.02342,
11,41.18795,
12,36.00681,
13,31.53923,
14,27.94882,
15,23.48293,
16,19.32178,
17,16.77599,
18,14.92962,
19,13.99166,
20,11.29404,
21,9.33445,
22,8.18621,
23,7.02893,
24,6.32179,
25,5.39179,
26,4.74601,
27,4.25449,
28,3.58914,
29,3.38660,
30,2.96307,
31,2.36646,
32,2.16499,
33,2.04209,
34,1.86453,
35,1.71098,
36,1.55809,
37,1.38704,
38,1.26362,
39,1.12128,
40,0.97836,
41,0.85912,
42,0.79719,
43,0.69932,
44,0.58694,
45,0.50013,
46,0.42518,
47,0.37113,
48,0.34758,
49,0.28951,
50,0.26508,
51,0.25947,
52,0.24502,
53,0.20211,
54,0.14565,
55,0.14327,
56,0.13660,
57,0.13541,
58,0.11685,
59,0.09080,
60,0.08359,
61,0.07905,
62,0.07864,
63,0.07197,
64,0.06581,
65,0.05756,
66,0.04965,
67,0.04406,
68,0.04078,
69,0.03081,
70,0.03018,
71,0.02686,
72,0.02480,
73,0.02296,
74,0.01754,
75,0.01458,
76,0.01358,
77,0.01290,
78,0.01113,
79,0.01028,
80,0.00919,
81,0.00833,
82,0.00817,
83,0.00796,
84,0.00749,
85,0.00636,
86,0.00535,
87,0.00486,
88,0.00458,
89,0.00402,
90,0.00335,
91,0.00312,
92,0.00294,
93,0.00284,
94,0.00254,
95,0.00251,
96,0.00248,
97,0.00245,
98,0.00184,
99,0.00172,
100,0.00123,
101,0.00122,
102,0.00108,
103,0.00101,
104,0.00101,
105,0.00097,
106,0.00098,
107,0.00086,
108,0.00084,
109,0.00080,
110,0.00080,
111,0.00068,
112,0.00063,
113,0.00063,
114,0.00063,
115,0.00061,
116,0.00060,
117,0.00050,
118,0.00050,
119,0.00047,
120,0.00045,
121,0.00042,
122,0.00040,
123,0.00041,
124,0.00031,
125,0.00031,
126,0.00031,
127,0.00031,
128,0.00031,
129,0.00029,
130,0.00029,
131,0.00025,
132,0.00025,
133,0.00024,
134,0.00025,
135,0.00022,
136,0.00021,
137,0.00021,
138,0.00020,
139,0.00020,
140,0.00021,
141,0.00021,
142,0.00021,
143,0.00021,
144,0.00019,
145,0.00019,
146,0.00019,
147,0.00019,
148,0.00020,
149,0.00020,
150,0.00020,
151,0.00020,
152,0.00020,
153,0.00009,
154,0.00009,
155,0.00009,
156,0.00009,
157,0.00009,
158,0.00007,
159,0.00008,
160,0.00008,
161,0.00008,
162,0.00007,
163,0.00007,
164,0.00007,
165,0.00007,
166,0.00007,
167,0.00007,
168,0.00007,
169,0.00007,
170,0.00007,
171,0.00008,
172,0.00008,
173,0.00008,
174,0.00008,
175,0.00008,
176,0.00008,
177,0.00008,
178,0.00008,
179,0.00008,
180,0.00007,
181,0.00008,
182,0.00008,
183,0.00008,
184,0.00007,
185,0.00007,
186,0.00007,
187,0.00006,
188,0.00006,
189,0.00006,
190,0.00006,
191,0.00006,
192,0.00007,
193,0.00007,
194,0.00007,
195,0.00007,
196,0.00007,
197,0.00007,
198,0.00007,
199,0.00007,
200,0.00007,
201,0.00007,
202,0.00007,
203,0.00008,
204,0.00007,
205,0.00007,
206,0.00007,
207,0.00007,
208,0.00007,
209,0.00007,
210,0.00007,
211,0.00007,
212,0.00007,
213,0.00007,
214,0.00007,
215,0.00007,
216,0.00007,
217,0.00007,
218,0.00007,
219,0.00007,
220,0.00007,
221,0.00006,
222,0.00007,
223,0.00007,
224,0.00007,
225,0.00005,
226,0.00005,
227,0.00005,
228,0.00049,
229,0.00049,
230,0.00049,
231,0.00049,
232,0.00049,
233,0.00049,
234,0.00049,
235,0.00050,
236,0.00050,
237,0.00014,
238,0.00014,
239,0.00014,
240,0.00013,
241,0.00013,
242,0.00013,
243,0.00013,
244,0.00014,
245,0.00014,
246,0.00014,
247,0.00015,
248,0.00015,
249,0.00015,
250,0.00015,
251,0.00015,
252,0.00015,
253,0.00015,
254,0.00012,
255,0.00012,
256,0.00012,
257,0.00012,
258,0.00012,
259,0.00012,
260,0.00012,
261,0.00012,
262,0.00012,
263,0.00012,
264,0.00012,
265,0.00008,
266,0.00008,
267,0.00008,
268,0.00008,
269,0.00008,
270,0.00007,
271,0.00007,
272,0.00007,
273,0.00006,
274,0.00006,
275,0.00006,
276,0.00006,
277,0.00006,
278,0.00006,
279,0.00006,
280,0.00006,
281,0.00006,
282,0.00006,
283,0.00006,
284,0.00006,
285,0.00006,
286,0.00007,
287,0.00007,
288,0.00007,
289,0.00007,
290,0.00007,
291,0.00007,
292,0.00007,
293,0.00008,
294,0.00008,
295,0.00008,
296,0.00008,
297,0.00008,
298,0.00008,
299,0.00008,
300,0.00008,
301,0.00007,
302,0.00008,
303,0.00008,
304,0.00008,
305,0.00008,
306,0.00008,
307,0.00008,
308,0.00008,
309,0.00007,
310,0.00007,
311,0.00007,
312,0.00007,
313,0.00007,
314,0.00007,
315,0.00007,
316,0.00007,
317,0.00008,
318,0.00008,
319,0.00009,
320,0.00009,
321,0.00009,
322,0.00009,
323,0.00008,
324,0.00008,
325,0.00009,
326,0.00009,
327,0.00009,
328,0.00009,
329,0.00009,
330,0.00010,
331,0.00010,
332,0.00010,
333,0.00010,
334,0.00010,
335,0.00010,
336,0.00010,
337,0.00010,
338,0.00009,
339,0.00009,
340,0.00009,
341,0.00009,
342,0.00009,
343,0.00009,
344,0.00009,
345,0.00009,
346,0.00010,
347,0.00010,
348,0.00010,
349,0.00009,
350,0.00009,
351,0.00009,
352,0.00009,
353,0.00009,
354,0.00009,
355,0.00010,
356,0.00009,
357,0.00009,
358,0.00009,
359,0.00009,
360,0.00008,
361,0.00007,
362,0.00007,
363,0.00007,
364,0.00007,
365,0.00007,
366,0.00007,
367,0.00007,
368,0.00009,
369,0.00009,
370,0.00009,
371,0.00010,
372,0.00008,
373,0.00008,
374,0.00008,
375,0.00008,
376,0.00008,
377,0.00008,
378,0.00008,
379,0.00008,
380,0.00008,
381,0.00008,
382,0.00008,
383,0.00008,
384,0.00008,
385,0.00008,
386,0.00008,
387,0.00008,
388,0.00007,
389,0.00007,
390,0.00007,
391,0.00007,
392,0.00007,
393,0.00006,
394,0.00006,
395,0.00006,
396,0.00006,
397,0.00006,
398,0.00006,
399,0.00005,
400,0.00006,
401,0.00006,
402,0.00006,
403,0.00007,
404,0.00007,
405,0.00007,
406,0.00007,
407,0.00007,
408,0.00007,
409,0.00007,
410,0.00007,
411,0.00007,
412,0.00007,
413,0.00007,
414,0.00007,
415,0.00007,
416,0.00007,
417,0.00007,
418,0.00007,
419,0.00007,
420,0.00007,
421,0.00007,
422,0.00007,
423,0.00007,
424,0.00008,
425,0.00008,
426,0.00008,
427,0.00008,
428,0.00008,
429,0.00008,
430,0.00008,
431,0.00008,
432,0.00007,
433,0.00007,
434,0.00006,
435,0.00006,
436,0.00006,
437,0.00006,
438,0.00006,
439,0.00006,
440,0.00006,
441,0.00006,
442,0.00006,
443,0.00007,
444,0.00007,
445,0.00008,
446,0.00008,
447,0.00008,
448,0.00008,
449,0.00008,
450,0.00008,
451,0.00008,
452,0.00008,
453,0.00009,
454,0.00009,
455,0.00009,
456,0.00009,
457,0.00009,
458,0.00009,
459,0.00009,
460,0.00010,
461,0.00010,
462,0.00009,
463,0.00009,
464,0.00009,
465,0.00009,
466,0.00009,
467,0.00009,
468,0.00009,
469,0.00009,
470,0.00009,
471,0.00009,
472,0.00009,
473,0.00009,
474,0.00009,
475,0.00009,
476,0.00009,
477,0.00009,
478,0.00007,
479,0.00007,
480,0.00007,
481,0.00007,
482,0.00008,
483,0.00008,
484,0.00007,
485,0.00008,
486,0.00008,
487,0.00008,
488,0.00008,
489,0.00008,
490,0.00008,
491,0.00008,
492,0.00008,
493,0.00007,
494,0.00007,
495,0.00008,
496,0.00008,
497,0.00008,
498,0.00008,
499,0.00008,
500,0.00008,
501,0.00008,
502,0.00008,
503,0.00007,
504,0.00007,
505,0.00006,
506,0.00006,
507,0.00007,
508,0.00006,
509,0.00006,
510,0.00006,
511,0.00006,
512,0.00006,
513,0.00006,
514,0.00006,
515,0.00006,
516,0.00006,
517,0.00006,
518,0.00006,
519,0.00006,
520,0.00006,
521,0.00006,
522,0.00006,
523,0.00006,
524,0.00006,
525,0.00006,
526,0.00006,
527,0.00006,
528,0.00006,
529,0.00006,
530,0.00006,
531,0.00006,
532,0.00006,
533,0.00006,
534,0.00006,
535,0.00006,
536,0.00005,
537,0.00005,
538,0.00005,
539,0.00004,
540,0.00004,
541,0.00004,
542,0.00004,
543,0.00004,
544,0.00004,
545,0.00004,
546,0.00004,
547,0.00004,
548,0.00004,
549,0.00004,
550,0.00004,
551,0.00004,
552,0.00004,
553,0.00004,
554,0.00004,
555,0.00005,
556,0.00005,
557,0.00005,
558,0.00004,
559,0.00004,
560,0.00004,
561,0.00005,
562,0.00005,
563,0.00005,
564,0.00005,
565,0.00005,
566,0.00006,
567,0.00006,
568,0.00006,
569,0.00006,
570,0.00006,
571,0.00006,
572,0.00006,
573,0.00005,
574,0.00005,
575,0.00005,
576,0.00005,
577,0.00005,
578,0.00005,
579,0.00006,
580,0.00007,
581,0.00007,
582,0.00007,
583,0.00007,
584,0.00007,
585,0.00007,
586,0.00007,
587,0.00007,
588,0.00007,
589,0.00007,
590,0.00007,
591,0.00007,
592,0.00007,
593,0.00007,
594,0.00007,
595,0.00008,
596,0.00007,
597,0.00008,
598,0.00008,
599,0.00007,
600,0.00008,
601,0.00008,
602,0.00009,
603,0.00009,
604,0.00009,
605,0.00009,
606,0.00008,
607,0.00008,
608,0.00008,
609,0.00009,
610,0.00009,
611,0.00009,
612,0.00009,
613,0.00009,
614,0.00009,
615,0.00009,
616,0.00009,
617,0.00009,
618,0.00009,
619,0.00009,
620,0.00009,
621,0.00008,
622,0.00008,
623,0.00008,
624,0.00008,
625,0.00008,
626,0.00008,
627,0.00008,
628,0.00008,
629,0.00008,
630,0.00008,
631,0.00008,
632,0.00008,
633,0.00008,
634,0.00008,
635,0.00009,
636,0.00009,
637,0.00009,
638,0.00009,
639,0.00009,
640,0.00009,
641,0.00009,
642,0.00009,
643,0.00009,
644,0.00009,
645,0.00009,
646,0.00009,
647,0.00009,
648,0.00009,
649,0.00009,
650,0.00009,
651,0.00011,
652,0.00012,
653,0.00012,
654,0.00012,
655,0.00012,
656,0.00012,
657,0.00011,
658,0.00011,
659,0.00012,
660,0.00012,
661,0.00012,
662,0.00011,
663,0.00011,
664,0.00011,
665,0.00011,
666,0.00011,
667,0.00011,
668,0.00011,
669,0.00011,
670,0.00010,
671,0.00010,
672,0.00010,
673,0.00012,
674,0.00012,
675,0.00012,
676,0.00012,
677,0.00012,
678,0.00012,
679,0.00013,
680,0.00011,
681,0.00011,
682,0.00011,
683,0.00010,
684,0.00010,
685,0.00010,
686,0.00009,
687,0.00009,
688,0.00009,
689,0.00010,
690,0.00011,
691,0.00011,
692,0.00011,
693,0.00011,
694,0.00011,
695,0.00011,
696,0.00011,
697,0.00011,
698,0.00011,
699,0.00011,
700,0.00011,
701,0.00011,
702,0.00011,
703,0.00011,
704,0.00011,
705,0.00009,
706,0.00009,
707,0.00009,
708,0.00009,
709,0.00009,
710,0.00009,
711,0.00010,
712,0.00010,
713,0.00010,
714,0.00010,
715,0.00009,
716,0.00010,
717,0.00010,
718,0.00010,
719,0.00010,
720,0.00010,
721,0.00010,
722,0.00010,
723,0.00010,
724,0.00010,
725,0.00010,
726,0.00010,
727,0.00010,
728,0.00010,
729,0.00010,
730,0.00010,
731,0.00008,
732,0.00007,
733,0.00008,
734,0.00008,
735,0.00008,
736,0.00008,
737,0.00009,
738,0.00009,
